creative,party,ad_issue,cycle,ad_purpose,ad_tone
PRES/RNC WORSE,republican,taxes,2008,policy,promote
PRES/OBAMA SAME PATH 120,democrat,taxes,2008,both,contrast
PRES/CNA ONE HEARTBEAT AWAY,democrat,taxes,2008,both,promote
PRES/OBAMA SPENDING SPREE,democrat,taxes,2008,policy,promote
PRES/OBAMA TAX HEALTHCARE,democrat,taxes,2008,both,promote
PRES/MCCAIN WEEK,republican,taxes,2008,both,contrast
PRES/MCCAIN&RNC TAX CUTTER,republican,taxes,2008,policy,promote
PRES/OBAMA CAN'T EXPLAIN,democrat,taxes,2008,policy,promote
PRES/UAWVCAP JOEL BLATCHFORD,democrat,taxes,2008,policy,promote
PRES/UAWVCAP NICOLE LOWE,democrat,taxes,2008,policy,promote
PRES/OBAMA ON YOUR SIDE,democrat,taxes,2008,policy,attack
PRES/OBAMA UNRAVEL,democrat,taxes,2008,policy,promote
PRES/RNC TRILLION,republican,taxes,2008,policy,promote
PRES/OBAMA WORK HARD NV,democrat,taxes,2008,policy,promote
PRES/OBAMA&DNC IMPUESTOS SP,democrat,taxes,2008,policy,attack
PRES/RIGHTCHANGE ANGRY,republican,taxes,2008,policy,promote
PRES/OBAMA BARNEY SMITH,democrat,taxes,2008,policy,attack
PRES/OBAMA TAKETH,democrat,taxes,2008,policy,promote
PRES/LETFREEDOMRING ENERGY 60,republican,taxes,2008,policy,promote
PRES/OCDB MOST LIBERAL,republican,taxes,2008,both,promote
PRES/MCCAIN&RNC UNETHICAL,republican,taxes,2008,both,attack
PRES/MCCAIN&RNC RIESGO SP,republican,taxes,2008,policy,promote
PRES/OBAMA MEDICARE,democrat,taxes,2008,policy,promote
PRES/MCCAIN FIGHT,republican,taxes,2008,policy,contrast
PRES/OBAMA 90 PERCENT,democrat,taxes,2008,both,promote
PRES/OBAMA LOOKING OUT FOR,democrat,taxes,2008,policy,promote
PRES/OBAMA WHAT I BELIEVE,democrat,taxes,2008,both,attack
PRES/LETFREEDOMRING INCOME TA,republican,taxes,2008,policy,promote
PRES/OBAMA ERRATIC,democrat,taxes,2008,both,promote
PRES/MCCAIN JOE THE PLUMBER,republican,taxes,2008,personal,promote
PRES/LETFREEDOMRING MAD MIKE,republican,taxes,2008,both,promote
PRES/LETFREEDOMRING MAD MIKE,republican,taxes,2008,policy,promote
PRES/OCDB WRONG FOR MI,republican,taxes,2008,policy,promote
PRES/NRTPAC SOCIAL SECURITY F,republican,taxes,2008,policy,promote
PRES/OBAMA DEFINING MOMENT 12,democrat,taxes,2008,policy,contrast
PRES/PLANP WORSE FOR WOMEN,democrat,taxes,2008,policy,promote
PRES/OBAMA PENNSYLVANIA HURTI,democrat,taxes,2008,policy,contrast
PRES/RNC JOE THE PLUMBER,republican,taxes,2008,personal,promote
PRES/LETFREEDOMRING DICK PATT,republican,taxes,2008,policy,attack
PRES/LETFREEDOMRING MIDDLE CL,republican,taxes,2008,policy,promote
PRES/OBAMA&DNC CHANGE WE NEED,democrat,taxes,2008,policy,contrast
PRES/RNC YOUR CHOICE,republican,taxes,2008,policy,attack
PRES/LETFREEDOMRING PUZZLE 60,republican,taxes,2008,personal,promote
PRES/MCCAIN SPECIAL,republican,taxes,2008,policy,promote
PRES/SEIU MEGHAN COFIELD,democrat,taxes,2008,policy,promote
PRES/OBAMA LOOK BEHIND,democrat,taxes,2008,policy,promote
PRES/MCCAIN JEB BUSH,republican,taxes,2008,policy,contrast
PRES/MCCAIN JEB BUSH SP,republican,taxes,2008,policy,contrast
PRES/MCCAIN YOUR CHOICE,republican,taxes,2008,policy,attack
PRES/RNC CHARLIE CRIST,republican,taxes,2008,both,contrast
PRES/TRUTHHOPE JOE THE PLUMBE,democrat,taxes,2008,policy,attack
PRES/LETFREEDOMRING THANK YOU,republican,taxes,2008,both,contrast
PRES/RNC JEB BUSH,republican,taxes,2008,policy,contrast
PRES/ROMNEY I LIKE VETOES,republican,debt,2008,policy,contrast
PRES/RICHARDSON JOB INTERVIEW,democrat,debt,2008,personal,contrast
PRES/RICHARDSON JOB INTERVIEW,democrat,debt,2008,both,contrast
PRES/ROMNEY BUSINESS WORLD,republican,debt,2008,personal,contrast
PRES/PAUL BRING TROOPS HOME,republican,debt,2008,policy,contrast
PRES/CLINTON MACHINE,democrat,debt,2008,policy,contrast
PRES/CLINTON STRONG,democrat,debt,2008,policy,contrast
PRES/GIULIANI PROMISE,republican,debt,2008,policy,attack
PRES/PAUL DEFENDER OF FREEDOM,republican,debt,2008,both,contrast
PRES/CLINTON STAKES,democrat,debt,2008,policy,contrast
PRES/HUCKABEE DISHONEST,republican,debt,2008,both,promote
PRES/HUCKABEE TAX CUTS,republican,debt,2008,policy,contrast
PRES/PAUL THE ONLY ONE,republican,debt,2008,policy,attack
PRES/ALCPAC WE THE PEOPLE,republican,debt,2008,policy,contrast
PRES/CLINTON NC ASK ME 60,democrat,debt,2008,policy,contrast
PRES/CLINTON COME BACK,democrat,debt,2008,policy,contrast
PRES/CLINTON COME BACK REV,democrat,debt,2008,policy,contrast
PRES/MCCAIN ACCOUNTABLE,republican,debt,2008,both,contrast
PRES/CLINTON RESPONSIBILITY,democrat,debt,2008,policy,contrast
PRES/MCCAIN LOVE 60,republican,debt,2008,both,attack
PRES/AFLCIO NOT NOW,democrat,debt,2008,policy,promote
PRES/OBAMA FIX THE ECONOMY,democrat,debt,2008,policy,promote
PRES/MCCAIN&RNC EXPENSIVE PLA,republican,debt,2008,policy,promote
PRES/OBAMA SHAKY ECONOMY,democrat,debt,2008,policy,promote
PRES/RNC WORSE,republican,debt,2008,policy,promote
PRES/OBAMA SAME PATH 120,democrat,debt,2008,both,contrast
PRES/OBAMA SPENDING SPREE,democrat,debt,2008,policy,promote
PRES/RNC TRILLION,republican,debt,2008,policy,promote
PRES/MCCAIN JEB BUSH,republican,debt,2008,policy,contrast
PRES/MCCAIN JEB BUSH SP,republican,debt,2008,policy,contrast
PRES/RNC JEB BUSH,republican,debt,2008,policy,contrast
PRES/ROMNEY UNPLUGGED 60,republican,govspend,2008,policy,contrast
PRES/ROMNEY UNPLUGGED IOWA 60,republican,govspend,2008,policy,contrast
PRES/ROMNEY I LIKE VETOES,republican,govspend,2008,policy,contrast
PRES/ROMNEY TESTED PROVEN,republican,govspend,2008,policy,contrast
PRES/ROMNEY WORK LIKE CRAZY,republican,govspend,2008,policy,contrast
PRES/PAUL IOWA,republican,govspend,2008,policy,contrast
PRES/ROMNEY CHANGE BEGINS,republican,govspend,2008,personal,contrast
PRES/ROMNEY THANKS IOWA,republican,govspend,2008,policy,contrast
PRES/ROMNEY ENERGY,republican,govspend,2008,policy,contrast
PRES/MCCAIN TIED UP,republican,govspend,2008,both,attack
PRES/MCCAIN WOODSTOCK,republican,govspend,2008,both,attack
PRES/PAUL CATCHING ON,republican,govspend,2008,personal,contrast
PRES/PAUL BRING TROOPS HOME,republican,govspend,2008,policy,contrast
PRES/MCCAIN GUTS,republican,govspend,2008,both,attack
PRES/PAUL PRIVACY RIGHTS,republican,govspend,2008,policy,contrast
PRES/PAUL SERVICE TO OTHERS,republican,govspend,2008,personal,contrast
PRES/MCCAIN OUTRAGEOUS,republican,govspend,2008,both,attack
PRES/PAUL SERVICE TO OTHERS R,republican,govspend,2008,both,contrast
PRES/GIULIANI PROMISE,republican,govspend,2008,policy,attack
PRES/MCCAIN TRUST,republican,govspend,2008,both,contrast
PRES/RICHARDSON GUTS,democrat,govspend,2008,both,contrast
PRES/GIULIANI HOLIDAY WISHES,republican,govspend,2008,policy,contrast
PRES/ROMNEY READY,republican,govspend,2008,policy,attack
PRES/CLINTON BEST CHOICE NH,democrat,govspend,2008,both,contrast
PRES/MCCAIN PROTECT,republican,govspend,2008,both,contrast
PRES/PAUL THE ONLY ONE,republican,govspend,2008,policy,attack
PRES/MCCAIN TRUE CONSERVATIVE,republican,govspend,2008,both,contrast
PRES/ALCPAC CHOICE IS CLEAR O,republican,govspend,2008,both,contrast
PRES/ALCPAC STAND WITH US OH,republican,govspend,2008,policy,contrast
PRES/ALCPAC WHO IS PAUL,republican,govspend,2008,policy,contrast
PRES/CLINTON LEVEL MS,democrat,govspend,2008,both,contrast
PRES/OBAMA WHAT IT TAKES,democrat,govspend,2008,policy,contrast
PRES/OBAMA NEXT DOOR,democrat,govspend,2008,policy,contrast
PRES/MCCAIN LEADING,republican,govspend,2008,both,attack
PRES/CLINTON RESPONSIBILITY,democrat,govspend,2008,policy,contrast
PRES/MCCAIN LOVE 60,republican,govspend,2008,both,attack
PRES/AFLCIO NOT NOW,democrat,govspend,2008,policy,promote
PRES/MCCAIN FAMILY,republican,govspend,2008,both,attack
PRES/OBAMA BOOK,democrat,govspend,2008,policy,attack
PRES/MCCAIN&RNC EXPENSIVE PLA,republican,govspend,2008,policy,promote
PRES/MCCAIN ORIGINAL MAVERICK,republican,govspend,2008,both,contrast
PRES/OBAMA NO MAVERICK,democrat,govspend,2008,both,promote
PRES/MCCAIN&RNC DOME,republican,govspend,2008,policy,promote
PRES/MOVEON MY FRIEND'S MESS,democrat,govspend,2008,both,promote
PRES/RNC WORSE,republican,govspend,2008,policy,promote
PRES/OBAMA SPENDING SPREE,democrat,govspend,2008,policy,promote
PRES/MCCAIN&RNC TAX CUTTER,republican,govspend,2008,policy,promote
PRES/RIGHTCHANGE FOUGHT REFOR,republican,govspend,2008,policy,promote
PRES/RNC TRILLION,republican,govspend,2008,policy,promote
PRES/RIGHTCHANGE ANGRY,republican,govspend,2008,policy,promote
PRES/MCCAIN&RNC UNETHICAL,republican,govspend,2008,both,attack
PRES/MCCAIN FIGHT,republican,govspend,2008,policy,contrast
PRES/MCCAIN JOE THE PLUMBER,republican,govspend,2008,personal,promote
PRES/OBAMA DEFINING MOMENT 12,democrat,govspend,2008,policy,contrast
PRES/RNC JOE THE PLUMBER,republican,govspend,2008,personal,promote
PRES/RNC YOUR CHOICE,republican,govspend,2008,policy,attack
PRES/LETFREEDOMRING PUZZLE 60,republican,govspend,2008,personal,promote
PRES/MCCAIN SPECIAL,republican,govspend,2008,policy,promote
PRES/RNC VIRGINIA,republican,govspend,2008,policy,promote
PRES/MCCAIN JEB BUSH,republican,govspend,2008,policy,contrast
PRES/MCCAIN JEB BUSH SP,republican,govspend,2008,policy,contrast
PRES/MCCAIN YOUR CHOICE,republican,govspend,2008,policy,attack
PRES/OBAMA MCCAIN SAY ANYTHIN,democrat,govspend,2008,policy,attack
PRES/RNC CHARLIE CRIST,republican,govspend,2008,both,contrast
PRES/RNC SERVED,republican,govspend,2008,both,contrast
PRES/LETFREEDOMRING THANK YOU,republican,govspend,2008,both,contrast
PRES/RNC JEB BUSH,republican,govspend,2008,policy,contrast
PRES/ROMNEY IT'S PERSONAL TO,republican,recess,2008,policy,contrast
PRES/CLINTON CROSSROADS 120,democrat,recess,2008,policy,contrast
PRES/CLINTON CROSSROADS NH 12,democrat,recess,2008,policy,contrast
PRES/ROMNEY PRIDE OF AMERICA,republican,recess,2008,both,contrast
PRES/OBAMA ECONOMIC PLAN CT,democrat,recess,2008,policy,contrast
PRES/OBAMA ECONOMIC PLAN NM,democrat,recess,2008,policy,contrast
PRES/CLINTON FREE FALL,democrat,recess,2008,policy,contrast
PRES/OBAMA ECONOMIC PLAN RI,democrat,recess,2008,policy,contrast
PRES/AMLEAD BLUEPRINT,democrat,recess,2008,both,contrast
PRES/CLINTON WORKING PEOPLE,democrat,recess,2008,both,contrast
PRES/PMUSA OUT OF TOUCH,republican,recess,2008,policy,promote
PRES/CLINTON COME BACK REV,democrat,recess,2008,policy,contrast
PRES/MCCAIN ACCOUNTABLE,republican,recess,2008,both,contrast
PRES/MOVEON BUSH-MCCAIN CHALL,democrat,recess,2008,both,promote
PRES/MCCAIN LOVE 60,republican,recess,2008,both,attack
PRES/AFLCIO NOT NOW,democrat,recess,2008,policy,promote
PRES/MCCAIN PUMP,republican,recess,2008,policy,attack
PRES/MOVEON GIMMICK,democrat,recess,2008,both,promote
PRES/MCCAIN BROKEN,republican,recess,2008,both,contrast
PRES/BOHB BEER GUT,democrat,recess,2008,unclear,promote
PRES/MCCAIN SPECIAL,republican,recess,2008,policy,promote
PRES/DRAFTOBAMA WE BELIEVE 60,democrat,minwage,2008,both,contrast
PRES/RICHARDSON CANDIDATES,democrat,minwage,2008,policy,contrast
PRES/RICHARDSON FOCUSED,democrat,minwage,2008,policy,contrast
PRES/CLINTON STAND BY YOU REV,democrat,minwage,2008,policy,contrast
PRES/OBAMA FUTURE MS,democrat,minwage,2008,policy,contrast
PRES/CLINTON KERREY,democrat,farm,2008,both,contrast
PRES/LETFREEDOMRING DICK PATT,republican,farm,2008,policy,attack
PRES/ROMNEY UNPLUGGED 60,republican,business,2008,policy,contrast
PRES/ROMNEY LEADERSHIP,republican,business,2008,both,contrast
PRES/ROMNEY ENERGY,republican,business,2008,policy,contrast
PRES/ROMNEY IT'S PERSONAL TO,republican,business,2008,policy,contrast
PRES/ROMNEY ECONOMIA SP,republican,business,2008,both,contrast
PRES/OBAMA ECONOMIC PLAN CT,democrat,business,2008,policy,contrast
PRES/OBAMA ECONOMIC PLAN NM,democrat,business,2008,policy,contrast
PRES/HUCKABEE INDEPENDENT,republican,business,2008,policy,contrast
PRES/CLINTON FALLING THROUGH,democrat,business,2008,both,attack
PRES/CLINTON FALLING THROUGH,democrat,business,2008,policy,contrast
PRES/CLINTON FALLING THROUGH,democrat,business,2008,both,contrast
PRES/OBAMA TAX PLAN NC,democrat,business,2008,policy,contrast
PRES/OBAMA BILLY,democrat,business,2008,policy,contrast
PRES/OBAMA OLD POLITICS GENER,democrat,business,2008,both,attack
PRES/OBAMA THREE BEDROOM RANC,democrat,business,2008,policy,contrast
PRES/OBAMA SHAKY ECONOMY,democrat,business,2008,policy,promote
PRES/OBAMA BURDEN,democrat,business,2008,policy,promote
PRES/MCCAIN&RNC MICHIGAN JOBS,republican,business,2008,policy,contrast
PRES/MCCAIN&RNC OVERSEAS,republican,business,2008,policy,promote
PRES/OBAMA FOREIGN VEHICLES M,democrat,business,2008,personal,promote
PRES/MCCAIN&RNC MUM,republican,business,2008,policy,attack
PRES/MOVEON MY FRIEND'S MESS,democrat,business,2008,both,promote
PRES/OBAMA SAME PATH 120,democrat,business,2008,both,contrast
PRES/MCCAIN&RNC RIESGO SP,republican,business,2008,policy,promote
PRES/LETFREEDOMRING MAD MIKE,republican,business,2008,both,promote
PRES/LETFREEDOMRING MAD MIKE,republican,business,2008,policy,promote
PRES/OBAMA DEFINING MOMENT 12,democrat,business,2008,policy,contrast
PRES/LETFREEDOMRING DICK PATT,republican,business,2008,policy,attack
PRES/RNC YOUR CHOICE,republican,business,2008,policy,attack
PRES/OBAMA LOOK BEHIND,democrat,business,2008,policy,promote
PRES/MCCAIN YOUR CHOICE,republican,business,2008,policy,attack
PRES/TRUTHHOPE SOMEONE WHO CA,democrat,business,2008,both,contrast
PRES/TRUTHHOPE JOE THE PLUMBE,democrat,business,2008,policy,attack
PRES/TRUTHHOPE KEITH HOWELL 6,democrat,business,2008,policy,contrast
PRES/OBAMA TAX PLAN REV,democrat,union,2008,policy,contrast
PRES/LFR FRIEND OF LATINOS SP,republican,union,2008,both,promote
PRES/RICHARDSON LIFE'S WORK 6,democrat,jobs,2008,policy,contrast
PRES/RICHARDSON JOB INTERVIEW,democrat,jobs,2008,personal,contrast
PRES/RICHARDSON JOB INTERVIEW,democrat,jobs,2008,both,contrast
PRES/OBAMA CHOICES,democrat,jobs,2008,personal,contrast
PRES/OBAMA CHOICES REVISED,democrat,jobs,2008,personal,contrast
PRES/OBAMA WHAT IF 60,democrat,jobs,2008,both,contrast
PRES/RICHARDSON CANDIDATES,democrat,jobs,2008,policy,contrast
PRES/RICHARDSON FOCUSED,democrat,jobs,2008,policy,contrast
PRES/OBAMA TAX PLAN,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN,democrat,jobs,2008,policy,contrast
PRES/CLINTON ENERGY FUTURE,democrat,jobs,2008,policy,contrast
PRES/CLINTON ENERGY INDEPENDE,democrat,jobs,2008,policy,contrast
PRES/EDWARDS AMERICA'S JOBS A,democrat,jobs,2008,both,contrast
PRES/RICHARDSON BOLD PLAN,democrat,jobs,2008,policy,contrast
PRES/RICHARDSON GUTS,democrat,jobs,2008,both,contrast
PRES/W4WA MAYTAG EDWARDS,democrat,jobs,2008,policy,contrast
PRES/EDWARDS FIGHT,democrat,jobs,2008,both,contrast
PRES/ROMNEY IT'S PERSONAL TO,republican,jobs,2008,policy,contrast
PRES/OBAMA STRUGGLING,democrat,jobs,2008,policy,contrast
PRES/AFNAMERICA EDWARDS PLAN,democrat,jobs,2008,policy,contrast
PRES/HUNTER AMERICAN JOBS FOR,republican,jobs,2008,policy,contrast
PRES/HUCKABEE TAX CUTS,republican,jobs,2008,policy,contrast
PRES/ROMNEY ASIAN TIGER,republican,jobs,2008,policy,contrast
PRES/EDWARDS UNDERDOGS 60,democrat,jobs,2008,policy,contrast
PRES/ROMNEY TOMORROW 120,republican,jobs,2008,both,contrast
PRES/GIULIANI LEADERSHIP SP,republican,jobs,2008,policy,contrast
PRES/EDWARDS MILL,democrat,jobs,2008,personal,contrast
PRES/HUCKABEE UNDERSTANDING,republican,jobs,2008,policy,contrast
PRES/OBAMA WE CAN SC,democrat,jobs,2008,policy,contrast
PRES/OBAMA TAX PLAN REV,democrat,jobs,2008,policy,contrast
PRES/CLINTON THE VOICE SP,democrat,jobs,2008,policy,contrast
PRES/KUCINICH NAFTA,democrat,jobs,2008,policy,contrast
PRES/OBAMA YES WE CAN SP,democrat,jobs,2008,both,contrast
PRES/EDWARDS DEAL 10,democrat,jobs,2008,policy,attack
PRES/OBAMA PRESIDENT,democrat,jobs,2008,policy,contrast
PRES/OBAMA STRUGGLING REV,democrat,jobs,2008,policy,contrast
PRES/CLINTON FALLING THROUGH,democrat,jobs,2008,both,attack
PRES/CLINTON FALLING THROUGH,democrat,jobs,2008,policy,contrast
PRES/CLINTON FALLING THROUGH,democrat,jobs,2008,both,contrast
PRES/CLINTON SERIOUS,democrat,jobs,2008,policy,contrast
PRES/OBAMA STRUGGLING AZ,democrat,jobs,2008,policy,contrast
PRES/CLINTON WARNED,democrat,jobs,2008,both,contrast
PRES/OBAMA PRESIDENT SC,democrat,jobs,2008,policy,contrast
PRES/OBAMA TAX PLAN UT,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN UT,democrat,jobs,2008,policy,contrast
PRES/OBAMA ECONOMIC PLAN,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN GA,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN MN,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN NM,democrat,jobs,2008,policy,contrast
PRES/OBAMA PRESIDENT GA,democrat,jobs,2008,policy,contrast
PRES/PAUL OUR NATION IS IN TR,republican,jobs,2008,both,contrast
PRES/OBAMA ECONOMIC PLAN CT,democrat,jobs,2008,policy,contrast
PRES/OBAMA ECONOMIC PLAN NM,democrat,jobs,2008,policy,contrast
PRES/OBAMA PRESIDENT CO,democrat,jobs,2008,policy,contrast
PRES/OBAMA PRESIDENT MN,democrat,jobs,2008,policy,contrast
PRES/OBAMA STRUGGLING MO,democrat,jobs,2008,policy,contrast
PRES/CLINTON CAN DO,democrat,jobs,2008,both,contrast
PRES/CLINTON FREE FALL,democrat,jobs,2008,policy,contrast
PRES/OBAMA PRESIDENT CA,democrat,jobs,2008,policy,contrast
PRES/OBAMA PRESIDENT NJ,democrat,jobs,2008,policy,contrast
PRES/OBAMA PRESIDENT NY,democrat,jobs,2008,policy,contrast
PRES/OBAMA FUTURE AZ,democrat,jobs,2008,policy,contrast
PRES/OBAMA PRESIDENT CA REV,democrat,jobs,2008,policy,contrast
PRES/OBAMA STRUGGLING MN,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN DC,democrat,jobs,2008,policy,contrast
PRES/OBAMA STRUGGLING TN,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN REV,democrat,jobs,2008,policy,contrast
PRES/OBAMA FUTURE NM,democrat,jobs,2008,personal,contrast
PRES/OBAMA STRUGGLING VA,democrat,jobs,2008,policy,contrast
PRES/OBAMA PRESIDENT TN,democrat,jobs,2008,both,contrast
PRES/OBAMA FUTURE LA,democrat,jobs,2008,personal,contrast
PRES/OBAMA TAX PLAN VA,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN ME,democrat,jobs,2008,unclear,contrast
PRES/OBAMA PRESIDENT HI,democrat,jobs,2008,both,contrast
PRES/OBAMA TAX PLAN WI,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN TX,democrat,jobs,2008,unclear,contrast
PRES/CLINTON REBUILD,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN VT,democrat,jobs,2008,policy,contrast
PRES/OBAMA AMERICA IS LISTENI,democrat,jobs,2008,policy,contrast
PRES/OBAMA AMERICA IS LISTENI,democrat,jobs,2008,personal,contrast
PRES/OBAMA AMERICA IS LISTENI,democrat,jobs,2008,both,contrast
PRES/OBAMA CHOICES RI,democrat,jobs,2008,personal,contrast
PRES/OBAMA STRUGGLING OH,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN OH,democrat,jobs,2008,policy,contrast
PRES/OBAMA WE CAN RI,democrat,jobs,2008,policy,contrast
PRES/CLINTON GLENN,democrat,jobs,2008,policy,contrast
PRES/CLINTON LEVEL,democrat,jobs,2008,both,contrast
PRES/OBAMA TAX PLAN OH,democrat,jobs,2008,policy,contrast
PRES/OBAMA WORKING HARDER OH,democrat,jobs,2008,policy,contrast
PRES/OBAMA ECONOMIC PLAN RI,democrat,jobs,2008,policy,contrast
PRES/CLINTON LEVEL REV,democrat,jobs,2008,both,contrast
PRES/UFCW CAN WE,democrat,jobs,2008,policy,contrast
PRES/OBAMA FUTURE OH,democrat,jobs,2008,both,contrast
PRES/CLINTON FIGHTER,democrat,jobs,2008,both,contrast
PRES/OBAMA STEVEN SCHUYLER,democrat,jobs,2008,policy,contrast
PRES/OBAMA FUTURE RI,democrat,jobs,2008,policy,contrast
PRES/OBAMA FUTURE VT,democrat,jobs,2008,policy,contrast
PRES/OBAMA STEVEN SCHUYLER RE,democrat,jobs,2008,policy,attack
PRES/CLINTON PARTNER,democrat,jobs,2008,policy,contrast
PRES/OBAMA LEADER OH 120,democrat,jobs,2008,both,contrast
PRES/AMLEAD BLUEPRINT,democrat,jobs,2008,both,contrast
PRES/OBAMA LEADER TX 120,democrat,jobs,2008,both,contrast
PRES/CLINTON LEVEL MS,democrat,jobs,2008,both,contrast
PRES/CLINTON LEVEL PA,democrat,jobs,2008,policy,contrast
PRES/OBAMA FOR DECADES IN,democrat,jobs,2008,both,contrast
PRES/OBAMA STRUGGLING NC,democrat,jobs,2008,policy,contrast
PRES/CLINTON CHILDREN REV,democrat,jobs,2008,policy,attack
PRES/MCCAIN READY,republican,jobs,2008,policy,attack
PRES/OBAMA WE CAN NC,democrat,jobs,2008,both,contrast
PRES/OBAMA TAX PLAN NC,democrat,jobs,2008,policy,contrast
PRES/CLINTON GET IT DONE,democrat,jobs,2008,both,contrast
PRES/CLINTON SPECTACULAR,democrat,jobs,2008,both,contrast
PRES/CLINTON STEEL,democrat,jobs,2008,unclear,contrast
PRES/OBAMA CARRY PA,democrat,jobs,2008,both,contrast
PRES/CLINTON NC ASK ME TAMMI,democrat,jobs,2008,policy,contrast
PRES/CLINTON WALL STREET,democrat,jobs,2008,policy,contrast
PRES/OBAMA IT WON'T,democrat,jobs,2008,both,contrast
PRES/CLINTON POCKET,democrat,jobs,2008,policy,attack
PRES/OBAMA PRESIDENT PA,democrat,jobs,2008,both,contrast
PRES/CLINTON CLOSED,democrat,jobs,2008,policy,contrast
PRES/MCCAIN IGNITE,republican,jobs,2008,policy,contrast
PRES/CLINTON TALK,democrat,jobs,2008,both,attack
PRES/CLINTON JOBS,democrat,jobs,2008,policy,contrast
PRES/DNC BETTER OFF,democrat,jobs,2008,policy,promote
PRES/OBAMA WE CAN SD,democrat,jobs,2008,policy,contrast
PRES/CLINTON MAYA 60,democrat,jobs,2008,personal,contrast
PRES/OBAMA IN AMERICA,democrat,jobs,2008,policy,contrast
PRES/CLINTON DETERMINED,democrat,jobs,2008,both,contrast
PRES/CLINTON LEVEL NC,democrat,jobs,2008,policy,contrast
PRES/CLINTON MAYA,democrat,jobs,2008,both,contrast
PRES/CLINTON PARTNER IN,democrat,jobs,2008,both,contrast
PRES/CLINTON TURN,democrat,jobs,2008,policy,contrast
PRES/OBAMA MINUTE NC 120,democrat,jobs,2008,both,contrast
PRES/OBAMA MINUTE IN 120,democrat,jobs,2008,policy,contrast
PRES/OBAMA TRAVEL,democrat,jobs,2008,personal,contrast
PRES/OBAMA TRAVEL NC,democrat,jobs,2008,both,contrast
PRES/OBAMA TAX PLAN MT,democrat,jobs,2008,policy,contrast
PRES/OBAMA CLEAN COAL,democrat,jobs,2008,policy,attack
PRES/OBAMA NEXT DOOR OR,democrat,jobs,2008,personal,contrast
PRES/OBAMA PRESIDENT KY,democrat,jobs,2008,both,contrast
PRES/AMLEAD MIDDLE,democrat,jobs,2008,policy,contrast
PRES/MCCAIN ACCOUNTABLE,republican,jobs,2008,both,contrast
PRES/OBAMA NEXT DOOR SD,democrat,jobs,2008,policy,contrast
PRES/OBAMA NEXT DOOR MT,democrat,jobs,2008,policy,contrast
PRES/AMLEAD SQUEEZED MT,democrat,jobs,2008,policy,contrast
PRES/AMLEAD SQUEEZED SD,democrat,jobs,2008,policy,contrast
PRES/OBAMA THE COUNTRY I LOVE,democrat,jobs,2008,personal,contrast
PRES/OBAMA DIGNITY,democrat,jobs,2008,personal,contrast
PRES/AFLCIO NOT NOW,democrat,jobs,2008,policy,promote
PRES/BET VOTING RAP 60,democrat,jobs,2008,both,contrast
PRES/OBAMA OLD POLITICS GENER,democrat,jobs,2008,both,attack
PRES/MCCAIN FAMILY,republican,jobs,2008,both,attack
PRES/OBAMA HANDS,democrat,jobs,2008,policy,contrast
PRES/OBAMA FIX THE ECONOMY RE,democrat,jobs,2008,policy,promote
PRES/OBAMA FIX THE ECONOMY,democrat,jobs,2008,policy,promote
PRES/OBAMA PUNCH,democrat,jobs,2008,policy,promote
PRES/MCCAIN MAYBE,republican,jobs,2008,both,attack
PRES/OBAMA THREE TIMES,democrat,jobs,2008,policy,attack
ISSUE/MOVEON POCKET,democrat,jobs,2008,both,promote
PRES/OBAMA AYERS RESPONSE,democrat,jobs,2008,policy,attack
PRES/OBAMA REVITALIZE,democrat,jobs,2008,policy,attack
PRES/MCCAIN&RNC RECOVERY MI,republican,jobs,2008,policy,promote
PRES/MCCAIN&RNC RECOVERY OH,republican,jobs,2008,policy,promote
PRES/DNC MORE,democrat,jobs,2008,policy,promote
PRES/OBAMA ENSURE OPPORTUNITY,democrat,jobs,2008,policy,contrast
PRES/OBAMA BUSH ECONOMICS,democrat,jobs,2008,policy,promote
PRES/OBAMA REAL CHANGE,democrat,jobs,2008,policy,contrast
PRES/SEIU MCCAIN ECONOMICS,democrat,jobs,2008,policy,attack
PRES/OBAMA BURDEN,democrat,jobs,2008,policy,promote
PRES/MCCAIN CRISIS,republican,jobs,2008,policy,contrast
PRES/OBAMA SOLD US OUT,democrat,jobs,2008,policy,promote
PRES/OBAMA REAL CHANGE 120,democrat,jobs,2008,policy,contrast
PRES/MCCAIN&RNC MICHIGAN JOBS,republican,jobs,2008,policy,contrast
PRES/MCCAIN&RNC NEW MEXICO JO,republican,jobs,2008,policy,contrast
PRES/MCCAIN&RNC OHIO JOBS,republican,jobs,2008,policy,contrast
PRES/MCCAIN&RNC OVERSEAS,republican,jobs,2008,policy,promote
