state,total,D,R,year,D_pv2p,R_pv2p
Wyoming,140782,63331,77451,1960,44.985154352118876,55.01484564788112
Alabama,689818,NA,479085,1964,NA,NA
Alaska,67259,44329,22930,1964,65.9079082353291,34.092091764670904
Arizona,480770,237753,242535,1964,49.50217369578253,50.497826304217476
Arkansas,560426,314197,243264,1964,56.36214910101335,43.637850898986656
California,7057586,4171877,2879108,1964,59.167293647625115,40.832706352374885
Colorado,776986,476024,296767,1964,61.598025856926384,38.401974143073616
Connecticut,1218578,826269,390996,1964,67.87913888923119,32.120861110768814
Delaware,201320,122704,78078,1964,61.113047982388856,38.886952017611144
District of Columbia,198597,169796,28801,1964,85.49776683434291,14.502233165657085
Florida,1854481,948540,905941,1964,51.148542368457804,48.851457631542196
Georgia,1139335,522556,616584,1964,45.872851449338974,54.12714855066102
Hawaii,207271,163249,44022,1964,78.76113879896367,21.238861201036325
Idaho,292477,148920,143557,1964,50.916824228913725,49.083175771086275
Illinois,4702841,2796833,1905946,1964,59.47192075153861,40.52807924846139
Indiana,2091606,1170848,911118,1964,56.237613870735636,43.76238612926436
Iowa,1184539,733030,449148,1964,62.006736718159196,37.993263281840804
Kansas,857901,464028,386579,1964,54.55257245708065,45.44742754291935
Kentucky,1046105,669659,372977,1964,64.22749646089335,35.77250353910665
Louisiana,896293,387068,509225,1964,43.185431549727596,56.8145684502724
Maine,380965,262264,118701,1964,68.84201960810049,31.15798039189952
Maryland,1116457,730912,385495,1964,65.47003019508118,34.529969804918814
Massachusetts,2344798,1786422,549727,1964,76.46866702423519,23.531332975764816
Michigan,3203102,2136615,1060152,1964,66.8367447486789,33.1632552513211
Minnesota,1554462,991117,559624,1964,63.91247797020908,36.08752202979092
Mississippi,409146,52618,356528,1964,12.860445904395986,87.13955409560401
Missouri,1817879,1164344,653535,1964,64.04958745879125,35.950412541208735
Montana,278628,164246,113032,1964,59.2351358564329,40.7648641435671
Nebraska,584154,307307,276847,1964,52.607189200108195,47.39281079989181
Nevada,135433,79339,56094,1964,58.58173414160508,41.418265858394925
New Hampshire,288093,184064,104029,1964,63.890479810339016,36.10952018966098
New Jersey,2847663,1868231,964174,1964,65.95917603591295,34.04082396408706
New Mexico,328645,194015,132838,1964,59.35848837244878,40.641511627551225
New York,7166275,4913102,2243559,1964,68.6507576647825,31.349242335217497
North Carolina,1424983,800139,624844,1964,56.15077513205421,43.84922486794579
North Dakota,258389,149784,108207,1964,58.05783922694978,41.942160773050226
Ohio,3969196,2498331,1470865,1964,62.942999035572946,37.05700096442705
Oklahoma,932499,519834,412665,1964,55.74633324003565,44.253666759964354
Oregon,786305,501017,282779,1964,63.9218623213183,36.0781376786817
Pennsylvania,4822690,3130954,1673657,1964,65.16560862055222,34.83439137944778
Rhode Island,390091,315463,74615,1964,80.8717743630761,19.128225636923897
South Carolina,524779,215723,309048,1964,41.108026167604535,58.891973832395465
South Dakota,293118,163010,130108,1964,55.6124154777257,44.3875845222743
Tennessee,1143946,634947,508965,1964,55.50662988062018,44.49337011937981
Texas,2626811,1663185,958566,1964,63.43794662422175,36.56205337577825
Utah,401413,219628,181785,1964,54.71372377077972,45.28627622922028
Vermont,163089,108127,54942,1964,66.30751399714231,33.692486002857684
Virginia,1042267,558038,481334,1964,53.68992045196522,46.31007954803478
Washington,1258556,779881,470366,1964,62.378154076754434,37.621845923245566
West Virginia,792040,538087,253953,1964,67.93684662390788,32.06315337609212
Wisconsin,1691815,1050424,638495,1964,62.19504902248124,37.80495097751876
Wyoming,142716,80718,61998,1964,56.55847977802069,43.44152022197931
Alabama,1049922,196579,146923,1968,57.22790551437838,42.77209448562162
Alaska,83035,35411,37600,1968,48.50091082165701,51.49908917834299
Arizona,486936,170514,266721,1968,38.998250368794814,61.00174963120518
Arkansas,619969,188228,190759,1968,49.66608353320826,50.33391646679174
California,7251587,3244318,3467664,1968,48.336214250872544,51.663785749127456
Colorado,811199,335174,409345,1968,45.018864528641984,54.98113547135802
Connecticut,1256232,621561,556721,1968,52.751463571538906,47.248536428461094
Delaware,214367,89194,96714,1968,47.977494244465,52.022505755535
District of Columbia,170578,139566,31012,1968,81.81946089179144,18.180539108208563
Florida,2187805,676794,886804,1968,43.28439918700331,56.71560081299669
Georgia,1250266,334440,380111,1968,46.8042169138382,53.195783086161796
Hawaii,236218,141324,91425,1968,60.71948751659513,39.28051248340487
Idaho,291183,89273,165369,1968,35.05823862520715,64.94176137479285
Illinois,4619749,2039814,2174774,1968,48.398894506414386,51.60110549358561
Indiana,2123597,806659,1067885,1968,43.03227878353349,56.967721216466515
Iowa,1167931,476699,619106,1968,43.502174200701766,56.49782579929823
Kansas,872783,302996,478674,1968,38.7626491997902,61.23735080020981
Kentucky,1055893,397541,462411,1968,46.22827785736878,53.77172214263122
Louisiana,1097450,309615,257535,1968,54.5913779423433,45.40862205765671
Maine,392936,217312,169254,1968,56.21601485904088,43.78398514095912
Maryland,1235039,538310,517995,1968,50.96160673290385,49.038393267096154
Massachusetts,2331752,1469218,766844,1968,65.70560208080099,34.29439791919902
Michigan,3306250,1593082,1370665,1968,53.75229397111156,46.24770602888843
Minnesota,1588506,857738,658643,1968,56.564807920964455,43.435192079035545
Mississippi,654509,150644,88516,1968,62.98879411272789,37.01120588727212
Missouri,1809502,791444,811932,1968,49.36109808304477,50.63890191695523
Montana,274404,114117,138835,1968,45.114092792308426,54.885907207691574
Nebraska,536851,170784,321163,1968,34.71593484663998,65.28406515336002
Nevada,154218,60598,73188,1968,45.294724410625925,54.70527558937408
New Hampshire,297298,130589,154903,1968,45.74173707144158,54.25826292855842
New Jersey,2875395,1264206,1325467,1968,48.817205878888956,51.182794121111044
New Mexico,327350,130081,169692,1968,43.393167496739196,56.6068325032608
New York,6791688,3378470,3007932,1968,52.90099182607045,47.09900817392955
North Carolina,1587493,464113,627192,1968,42.5282574532326,57.4717425467674
North Dakota,247882,94769,138669,1968,40.59707502634532,59.40292497365467
Ohio,3959698,1700586,1791014,1968,48.70506358116623,51.29493641883377
Oklahoma,943086,301658,449697,1968,40.148531652813915,59.851468347186085
Oregon,819622,358866,408433,1968,46.77003358534287,53.22996641465713
Pennsylvania,4747928,2259405,2090017,1968,51.94724724342683,48.05275275657318
Rhode Island,385000,246518,122359,1968,66.8293225112978,33.1706774887022
South Carolina,666978,197486,254062,1968,43.735328248602585,56.26467175139741
South Dakota,281264,118023,149841,1968,44.06079204372368,55.93920795627631
Tennessee,1248617,351233,472592,1968,42.63441871756745,57.36558128243255
Texas,3079216,1266804,1227844,1968,50.780871690114196,49.219128309885804
Utah,422568,156665,238728,1968,39.62260333389817,60.377396666101824
Vermont,161404,70255,85142,1968,45.210010489262984,54.789989510737016
Virginia,1361491,442387,590319,1968,42.83765176148875,57.16234823851125
Washington,1304281,616037,588510,1968,51.14262872266504,48.85737127733496
West Virginia,754206,374091,307555,1968,54.880539165490596,45.119460834509404
Wisconsin,1691538,748804,809997,1968,48.03717729203407,51.96282270796593
Wyoming,127205,45173,70927,1968,38.90869939707149,61.09130060292851
Alabama,1006111,256923,728701,1972,26.067039763642118,73.93296023635789
Alaska,95219,32967,55349,1972,37.32845690475112,62.671543095248886
Arizona,622926,198540,402812,1972,33.0156048371004,66.9843951628996
Arkansas,651320,199892,448541,1972,30.826932003769087,69.17306799623091
California,8367862,3475847,4602096,1972,43.028862669617745,56.97113733038225
Colorado,953884,329980,597189,1972,35.590059633141315,64.40994036685869
Connecticut,1384277,555498,810763,1972,40.65826368461077,59.34173631538923
Delaware,235516,92283,140357,1972,39.66772696011004,60.33227303988996
District of Columbia,163421,127627,35226,1972,78.36944974916028,21.630550250839715
Florida,2583283,718117,1857759,1972,27.878554713037428,72.12144528696257
Georgia,1174772,289529,881496,1972,24.72440810401144,75.27559189598855
Hawaii,270274,101409,168865,1972,37.52081221279147,62.47918778720853
Idaho,310379,80826,199384,1972,28.844794975197175,71.15520502480283
Illinois,4723236,1913472,2788179,1972,40.697874002132444,59.30212599786756
Indiana,2125529,708568,1405154,1972,33.522289118436575,66.477710881563425
Iowa,1225944,496206,706207,1972,41.26751789942391,58.73248210057609
Kansas,916095,270287,619812,1972,30.36594805746327,69.63405194253673
Kentucky,1067499,371159,676446,1972,35.42928871091681,64.57071128908319
Louisiana,1051491,298142,686852,1972,30.26840772634148,69.73159227365852
Maine,417042,160584,256458,1972,38.505474268778684,61.494525731221316
Maryland,1353812,505781,829305,1972,37.8837767754287,62.1162232245713
Massachusetts,2458756,1332540,1112078,1972,54.50912985178052,45.49087014821948
Michigan,3489727,1459435,1961721,1972,42.659118730627895,57.340881269372105
Minnesota,1741652,802346,898269,1972,47.17975555901835,52.82024444098165
Mississippi,645963,126782,505125,1972,20.06339540470354,79.93660459529646
Missouri,1855803,697147,1153852,1972,37.6632834485594,62.336716551440595
Montana,317603,120197,183976,1972,39.51599911892246,60.48400088107755
Nebraska,576289,169991,406298,1972,29.497526414698182,70.50247358530181
Nevada,181766,66016,115750,1972,36.31922361717813,63.68077638282187
New Hampshire,334055,116435,213724,1972,35.26634136885561,64.73365863114438
New Jersey,2997229,1102211,1845502,1972,37.392073108881355,62.60792689111864
New Mexico,386241,141084,235606,1972,37.453609068464786,62.546390931535214
New York,7165919,2951084,4192778,1972,41.309364598588274,58.690635401411726
North Carolina,1518612,438705,1054889,1972,29.3724398999996,70.6275601000004
North Dakota,280514,100384,174109,1972,36.570695791878116,63.429304208121884
Ohio,4094787,1558889,2441827,1972,38.965250220210585,61.03474977978942
Oklahoma,1029900,247147,759025,1972,24.563096567982413,75.43690343201759
Oregon,927946,392760,486686,1972,44.65993364004157,55.34006635995843
Pennsylvania,4592106,1796951,2714521,1972,39.830702706345065,60.169297293654935
Rhode Island,415808,194645,220383,1972,46.89924535212082,53.10075464787918
South Carolina,673960,186824,477044,1972,28.14173902040767,71.85826097959233
South Dakota,307415,139945,166476,1972,45.670825432982724,54.32917456701727
Tennessee,1201182,357293,813147,1972,30.526383240490755,69.47361675950926
Texas,3471281,1154289,2298896,1972,33.426792946222115,66.57320705377789
Utah,478476,126284,323643,1972,28.067664309988068,71.93233569001194
Vermont,186947,68174,117149,1972,36.7865834246154,63.2134165753846
Virginia,1457019,438887,988493,1972,30.747733609830597,69.25226639016941
Washington,1470847,568334,837135,1972,40.43732021126044,59.56267978873956
West Virginia,762399,277435,484964,1972,36.38973818171325,63.61026181828675
Wisconsin,1852890,810174,989430,1972,45.01957097228057,54.98042902771944
Wyoming,145570,44358,100464,1972,30.62932427393628,69.37067572606372
